id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
1883,2021-2022,Assam,Kamrup,5383297387,4136367,2021,2022,1301.455452816445
1884,2021-2022,Assam,Karbi Anglong,1352982611,953234,2021,2022,1419.3604204214284
1885,2021-2022,Assam,Karimganj,2830562811,1981722,2021,2022,1428.3349586874447
1886,2021-2022,Assam,Kokrajhar,2212593459,1531028,2021,2022,1445.1685135738862
1887,2021-2022,Assam,Lakhimpur,2955204893,2046157,2021,2022,1444.27084187577
1888,2021-2022,Assam,Marigaon,3908120839,1896261,2021,2022,2060.961459946706
1889,2021-2022,Assam,Nagaon,6447638986,3619476,2021,2022,1781.3735982777619
1890,2021-2022,Assam,Nalbari,2551642627,1974431,2021,2022,1292.3432761134727
1891,2021-2022,Assam,Dima Hasao,419281652,440263,2021,2022,952.3436037096009
1892,2021-2022,Assam,Sivasagar,1522821756,1486665,2021,2022,1024.3207151577524
1893,2021-2022,Assam,Sonitpur,3154922338,2297141,2021,2022,1373.4125758932516
1894,2021-2022,Assam,Tinsukia,2792855238,2045235,2021,2022,1365.5424623576264
1895,2021-2022,Assam,Chirang,1415406973,1092663,2021,2022,1295.3737547624473
1896,2021-2022,Assam,Baksa,2065597831,1455109,2021,2022,1419.548522481821
1897,2021-2022,Assam,Udalguri,2336905585,1569065,2021,2022,1489.3618715604516
1898,2021-2022,Assam,Kamrup Metro,1657514272,4097342,2021,2022,404.534030110252
1899,2021-2022,Assam,Biswanath,1482585143,1148589,2021,2022,1290.7882131902709
1900,2021-2022,Assam,Majuli,379955259,468795,2021,2022,810.4934118324641
1901,2021-2022,Assam,South Salmara Mancachar,1919308535,685782,2021,2022,2798.715240411676
1902,2021-2022,Assam,Charaideo,488313382,573105,2021,2022,852.0487205660394
1903,2021-2022,Assam,Hojai,2302858922,1633184,2021,2022,1410.042543889727
1904,2021-2022,Assam,West Karbi Anglong,283586756,291067,2021,2022,974.3006111994832
1905,2021-2022,Assam,Bajali,875471000,33432,2021,2022,26186.617611868867
1906,2021-2022,Assam,Tamulpur,1146788112,27654,2021,2022,41469.15860273378
1907,2021-2022,West Bengal,24 Paraganas North,24219849837,37798140,2021,2022,640.768298043237
1908,2021-2022,West Bengal,24 Paraganas South,32213719724,28746116,2021,2022,1120.6285998428448
1909,2021-2022,West Bengal,Bankura,15879431701,14306274,2021,2022,1109.9627828322036
1910,2021-2022,West Bengal,Purba Bardhaman,21257985317,21587331,2021,2022,984.7435663538026
1911,2021-2022,West Bengal,Birbhum,18433627972,14011039,2021,2022,1315.6503220068118
1912,2021-2022,West Bengal,Coochbehar,13275916133,11730376,2021,2022,1131.7553787704674
1913,2021-2022,West Bengal,Darjeeling,2668325759,6693623,2021,2022,398.63699509219447
1914,2021-2022,West Bengal,Dinajpur Dakshin,7199913663,5539461,2021,2022,1299.7498606813913
1915,2021-2022,West Bengal,Dinajpur Uttar,12392661396,8151048,2021,2022,1520.3764468078216
1916,2021-2022,West Bengal,Hooghly,17998365833,22384516,2021,2022,804.0542772066191
1917,2021-2022,West Bengal,Howrah,8783792325,14392374,2021,2022,610.30878748704
1918,2021-2022,West Bengal,Jalpaiguri,10626778595,10156814,2021,2022,1046.2708675181016
1919,2021-2022,West Bengal,Kolkata,7658273641,23285222,2021,2022,328.88987019320666
1920,2021-2022,West Bengal,Maldah,19904511565,13474650,2021,2022,1477.182083764699
1921,2021-2022,West Bengal,Medinipur East,25378620936,15341714,2021,2022,1654.223311424004
1922,2021-2022,West Bengal,Medinipur West,23506870093,16904138,2021,2022,1390.5985678181282
1923,2021-2022,West Bengal,Murshidabad,27402287966,28236186,2021,2022,970.4670441680756
1924,2021-2022,West Bengal,Nadia,16581767568,19040492,2021,2022,870.8686502428613
1925,2021-2022,West Bengal,Purulia,12988636644,8407480,2021,2022,1544.8905788654865
1926,2021-2022,West Bengal,Alipurduar,6627098726,6708782,2021,2022,987.8244256558046
1927,2021-2022,West Bengal,Kalimpong,1588880402,1330642,2021,2022,1194.0705328705992
1928,2021-2022,West Bengal,Jhargram,5624764190,4457396,2021,2022,1261.8946555343075
1929,2021-2022,West Bengal,Paschim Bardhaman,3456237987,7184278,2021,2022,481.0835531420137
1930,2021-2022,Jharkhand,Bokaro,7514518734,9100158,2021,2022,825.7569521320399
1931,2021-2022,Jharkhand,Chatra,7709958843,7686975,2021,2022,1002.9899723883582
1932,2021-2022,Jharkhand,Deoghar,9896169970,9121574,2021,2022,1084.9191126443748
1933,2021-2022,Jharkhand,Dhanbad,8577179027,12355349,2021,2022,694.2077497770399
1934,2021-2022,Jharkhand,Dumka,8263845875,6736377,2021,2022,1226.7493156929904
1935,2021-2022,Jharkhand,East Singhbum,8083629945,86956175,2021,2022,92.96211505393377
1936,2021-2022,Jharkhand,Garhwa,10271885813,7428259,2021,2022,1382.8120173246516
1937,2021-2022,Jharkhand,Giridih,13146121590,19288026,2021,2022,681.5690517007806
1938,2021-2022,Jharkhand,Godda,6304082456,6348386,2021,2022,993.021290135792
1939,2021-2022,Jharkhand,Gumla,5606897154,11008953,2021,2022,509.30339642652666
1940,2021-2022,Jharkhand,Hazaribagh,8467117483,8706569,2021,2022,972.4976030167567
1941,2021-2022,Jharkhand,Jamtara,5454390354,4862741,2021,2022,1121.669929366997
1942,2021-2022,Jharkhand,Koderma,3238177231,3711243,2021,2022,872.5317180793604
1943,2021-2022,Jharkhand,Latehar,5132098825,4874922,2021,2022,1052.755064593854
1944,2021-2022,Jharkhand,Lohardaga,3594195231,2548177,2021,2022,1410.496692733668
1945,2021-2022,Jharkhand,Pakur,5586887850,60107917,2021,2022,92.94762036089189
1946,2021-2022,Jharkhand,Palamu,13522980389,11290323,2021,2022,1197.7496471092988
1947,2021-2022,Jharkhand,Ranchi,13033356430,16292309,2021,2022,799.9698771978852
1948,2021-2022,Jharkhand,Sahebganj,7140095608,5617641,2021,2022,1271.0131544539781
1949,2021-2022,Jharkhand,Saraikela Kharsawan,6035573762,6149427,2021,2022,981.485553369444
1950,2021-2022,Jharkhand,Simdega,4288162685,5773635,2021,2022,742.714543783942
1951,2021-2022,Jharkhand,West Singhbhum,6497074359,6090056,2021,2022,1066.83327033446
1952,2021-2022,Jharkhand,Khunti,2941019072,2662795,2021,2022,1104.4857272152005
1953,2021-2022,Jharkhand,Ramgarh,3889665940,3817750,2021,2022,1018.8372575469845
1954,2021-2022,Odisha,Anugul,7151101200,9474259,2021,2022,754.7926650516943
1955,2021-2022,Odisha,Balangir,12840199586,12610011,2021,2022,1018.2544318161182
1956,2021-2022,Odisha,Baleshwar,13709588753,15166723,2021,2022,903.9255713313944
1957,2021-2022,Odisha,Bargarh,11120274876,10034922,2021,2022,1108.157579700171
1958,2021-2022,Odisha,Bhadrak,9116369067,10909247,2021,2022,835.6552076417373
1959,2021-2022,Odisha,Boudh,3278321479,3389685,2021,2022,967.1463510621194
1960,2021-2022,Odisha,Cuttack,11685470436,17652642,2021,2022,661.9672248494021
1961,2021-2022,Odisha,Deogarh,2082261926,2329910,2021,2022,893.7091673068917
1962,2021-2022,Odisha,Dhenkanal,7254508015,9651717,2021,2022,751.6287532052587
1963,2021-2022,Odisha,Gajapati,3170164481,3379165,2021,2022,938.1502474723785
1964,2021-2022,Odisha,Ganjam,19123473907,26989471,2021,2022,708.5531208447917
1965,2021-2022,Odisha,Jagatsinghapur,5164403120,7486736,2021,2022,689.8070293917135
1966,2021-2022,Odisha,Jajapur,9154935381,12029206,2021,2022,761.0589910090491
1967,2021-2022,Odisha,Jharsuguda,2941161442,4448748,2021,2022,661.1211608299683
1968,2021-2022,Odisha,Kalahandi,11663683512,9935504,2021,2022,1173.9397932908084
1969,2021-2022,Odisha,Kandhamal,4640358632,4376772,2021,2022,1060.223980595745
1970,2021-2022,Odisha,Kendrapara,7286846452,9401285,2021,2022,775.0904745468306
1971,2021-2022,Odisha,Kendujhar,10925828632,11278357,2021,2022,968.7429323260471
1972,2021-2022,Odisha,Khordha,8826488347,16964400,2021,2022,520.2947553111221
1973,2021-2022,Odisha,Koraput,8901430530,8915758,2021,2022,998.3930171725164
1974,2021-2022,Odisha,Malkangiri,3402277499,4298043,2021,2022,791.5875897472408
1975,2021-2022,Odisha,Mayurbhanj,17648200427,18924026,2021,2022,932.5817047070217
1976,2021-2022,Odisha,Nabarangpur,9597263597,8618803,2021,2022,1113.5262747042716
1977,2021-2022,Odisha,Nayagarh,5096589415,6823124,2021,2022,746.9583456199829
1978,2021-2022,Odisha,Nuapada,5247647113,4853476,2021,2022,1081.2141881406233
1979,2021-2022,Odisha,Puri,9066857933,11072102,2021,2022,818.8921970733289
1980,2021-2022,Odisha,Rayagada,5759126832,6125653,2021,2022,940.1653720835966
1981,2021-2022,Odisha,Sambalpur,6604142885,7559990,2021,2022,873.5650291865466
1982,2021-2022,Odisha,Sonepur,4721083427,4943233,2021,2022,955.0598620376584
1983,2021-2022,Odisha,Sundargarh,11214331108,14895555,2021,2022,752.8642677631011
1984,2021-2022,Chhattisgarh,Bastar,2646269831,2182263,2021,2022,1212.6264483245145
1985,2021-2022,Chhattisgarh,Bilaspur,8599627501,6116068,2021,2022,1406.0712701363032
1986,2021-2022,Chhattisgarh,Dantewada,978641681,956284,2021,2022,1023.3797501579029
1987,2021-2022,Chhattisgarh,Dhamtari,5921191247,3827566,2021,2022,1546.986060331814
1988,2021-2022,Chhattisgarh,Durg,7554371937,7611914,2021,2022,992.4405263906029
1989,2021-2022,Chhattisgarh,Janjgir-Champa,7840983486,5393445,2021,2022,1453.7987290127182
1990,2021-2022,Chhattisgarh,Jashpur,3354903851,2485376,2021,2022,1349.8576678136426
1991,2021-2022,Chhattisgarh,Kanker,3966253361,2477221,2021,2022,1601.0898345363614
1992,2021-2022,Chhattisgarh,Kabirdham,4394195353,3161967,2021,2022,1389.7031034795746
1993,2021-2022,Chhattisgarh,Korba,4280837247,4232946,2021,2022,1011.3139281720107
1994,2021-2022,Chhattisgarh,Korea,2891166725,2438075,2021,2022,1185.839945448766
1995,2021-2022,Chhattisgarh,Mahasamund,6917192812,3869036,2021,2022,1787.8336650266372
1996,2021-2022,Chhattisgarh,Raigarh,6728348685,5424202,2021,2022,1240.4310689388042
1997,2021-2022,Chhattisgarh,Raipur,9264740054,11178922,2021,2022,828.7686463864762
1998,2021-2022,Chhattisgarh,Rajnandgaon,9251669780,7066118,2021,2022,1309.3002098181773
1999,2021-2022,Chhattisgarh,Surguja,3618072952,2739307,2021,2022,1320.7986370275403
2000,2021-2022,Chhattisgarh,Bijapur,990301241,632498,2021,2022,1565.6986124857312
2001,2021-2022,Chhattisgarh,Narayanpur,394536464,287269,2021,2022,1373.4042448019104
2002,2021-2022,Chhattisgarh,Sukma,1075381953,719753,2021,2022,1494.0986046602097
2003,2021-2022,Chhattisgarh,Kondagaon,2561882954,1414869,2021,2022,1810.6856210716328
2004,2021-2022,Chhattisgarh,Baloda Bazar,6618119181,4354370,2021,2022,1519.8798404820905
2005,2021-2022,Chhattisgarh,Gariyaband,4323963438,3093326,2021,2022,1397.8363218102456
2006,2021-2022,Chhattisgarh,Balod,4576821068,3193220,2021,2022,1433.2933740863455
2007,2021-2022,Chhattisgarh,Mungeli,3588873604,2667341,2021,2022,1345.4873613834902
2008,2021-2022,Chhattisgarh,Surajpur,4046329641,2778233,2021,2022,1456.4399893745413
2009,2021-2022,Chhattisgarh,Balrampur,3235937872,19843101,2021,2022,163.0762183793753
2010,2021-2022,Chhattisgarh,Bemetara,4719549270,2369970,2021,2022,1991.396207546931
2011,2021-2022,Chhattisgarh,Gaurella Pendra Marwahi,1178893922,1113504,2021,2022,1058.7244608012186
2012,2021-2022,Chhattisgarh,Khairgarh Chhuikhadan Gandai,838120238,112055,2021,2022,7479.543420641649
2013,2021-2022,Chhattisgarh,Manendragarh Chirimiri Bharatpur,121246186,47126,2021,2022,2572.808767983703
2014,2021-2022,Chhattisgarh,Mohla Manpur Ambagarh Chouki,435033486,84157,2021,2022,5169.308387894055
2015,2021-2022,Chhattisgarh,Sakti,601066600,144504,2021,2022,4159.51530753474
2016,2021-2022,Chhattisgarh,Sarangarh Bilaigarh,766937352,109456,2021,2022,7006.809603859085
2017,2021-2022,Madhya Pradesh,Anuppur,5401141864,5221765,2021,2022,1034.3517687984809
2018,2021-2022,Madhya Pradesh,Ashoknagar,6113903124,5244398,2021,2022,1165.7969368457543
2019,2021-2022,Madhya Pradesh,Balaghat,16875040594,12904574,2021,2022,1307.6790131933064
2020,2021-2022,Madhya Pradesh,Barwani,10072460415,8315213,2021,2022,1211.329212492813
2021,2021-2022,Madhya Pradesh,Betul,11033456511,9851712,2021,2022,1119.9532133095242
2022,2021-2022,Madhya Pradesh,Bhind,7934028157,7071439,2021,2022,1121.982125137472
2023,2021-2022,Madhya Pradesh,Bhopal,11678305713,12201487,2021,2022,957.1215142056046
2024,2021-2022,Madhya Pradesh,Burhanpur,5370993037,5098978,2021,2022,1053.346972079503
2025,2021-2022,Madhya Pradesh,Chhatarpur,12359206461,10467155,2021,2022,1180.7608142804802
2026,2021-2022,Madhya Pradesh,Chhindwara,17437000669,14582117,2021,2022,1195.7797807410268
2027,2021-2022,Madhya Pradesh,Damoh,11442699504,9601399,2021,2022,1191.77418874062
2028,2021-2022,Madhya Pradesh,Datia,5159618330,4150754,2021,2022,1243.0556785586425
2029,2021-2022,Madhya Pradesh,Dewas,11121691416,9383507,2021,2022,1185.238250048729
2030,2021-2022,Madhya Pradesh,Dhar,18138444949,15799978,2021,2022,1148.0044433606174
2031,2021-2022,Madhya Pradesh,Dindori,8139945726,6617015,2021,2022,1230.1537363902
2032,2021-2022,Madhya Pradesh,East Nimar,8943102075,8838046,2021,2022,1011.8867988467134
2033,2021-2022,Madhya Pradesh,Guna,10675100435,8336132,2021,2022,1280.5819815473171
2034,2021-2022,Madhya Pradesh,Gwalior,9405451033,9822770,2021,2022,957.5151442006685
2035,2021-2022,Madhya Pradesh,Harda,4750488165,3206272,2021,2022,1481.6235693665417
2036,2021-2022,Madhya Pradesh,Hoshangabad,10623420430,6670860,2021,2022,1592.5113748452225
2037,2021-2022,Madhya Pradesh,Indore,14210449174,19283603,2021,2022,736.9187788194976
2038,2021-2022,Madhya Pradesh,Jabalpur,14361111374,11273494,2021,2022,1273.8829127863996
2039,2021-2022,Madhya Pradesh,Jhabua,9544026696,8396112,2021,2022,1136.7197931614062
2040,2021-2022,Madhya Pradesh,Katni,11247277963,8680746,2021,2022,1295.657995637702
2041,2021-2022,Madhya Pradesh,Khargone,14695855586,11575898,2021,2022,1269.5218622347916
2042,2021-2022,Madhya Pradesh,Mandla,11642643329,8873691,2021,2022,1312.0406524184807
2043,2021-2022,Madhya Pradesh,Mandsaur,8943021830,9523704,2021,2022,939.027696576878
2044,2021-2022,Madhya Pradesh,Morena,10841611298,10314348,2021,2022,1051.1194016335303
2045,2021-2022,Madhya Pradesh,Narsinghpur,9474610821,7167602,2021,2022,1321.866200299626
2046,2021-2022,Madhya Pradesh,Neemuch,5127765639,5841869,2021,2022,877.7611478449791
2047,2021-2022,Madhya Pradesh,Panna,8602741429,6532509,2021,2022,1316.9122964851636
2048,2021-2022,Madhya Pradesh,Raisen,12471145787,8006731,2021,2022,1557.5827122205055
2049,2021-2022,Madhya Pradesh,Rajgarh,13950151857,11188620,2021,2022,1246.8161271899482
2050,2021-2022,Madhya Pradesh,Ratlam,9935551615,8997304,2021,2022,1104.2809729447843
2051,2021-2022,Madhya Pradesh,Rewa,16697622989,13308215,2021,2022,1254.685394622795
2052,2021-2022,Madhya Pradesh,Sagar,18003772152,15591255,2021,2022,1154.7352764097566
2053,2021-2022,Madhya Pradesh,Satna,16332138129,13799778,2021,2022,1183.5073092480184
2054,2021-2022,Madhya Pradesh,Sehore,11059029936,7777592,2021,2022,1421.9092408035804
2055,2021-2022,Madhya Pradesh,Seoni,14808361337,10397918,2021,2022,1424.1660048675128
2056,2021-2022,Madhya Pradesh,Shahdol,9034576039,7497197,2021,2022,1205.0605098145347
2057,2021-2022,Madhya Pradesh,Shajapur,6674232628,5313857,2021,2022,1256.0053136544698
2058,2021-2022,Madhya Pradesh,Sheopur,4788452284,4074474,2021,2022,1175.2320137519591
2059,2021-2022,Madhya Pradesh,Shivpuri,10322173211,9654970,2021,2022,1069.1046384400988
2060,2021-2022,Madhya Pradesh,Sidhi,9639280291,7495217,2021,2022,1286.0575338912802
2061,2021-2022,Madhya Pradesh,Tikamgarh,8537960748,7275670,2021,2022,1173.4947775256437
2062,2021-2022,Madhya Pradesh,Ujjain,12696570520,10960291,2021,2022,1158.4154581297157
2063,2021-2022,Madhya Pradesh,Umaria,4702420561,4261679,2021,2022,1103.4196993720082
2064,2021-2022,Madhya Pradesh,Vidisha,11819125208,8730952,2021,2022,1353.7040643448734
2065,2021-2022,Madhya Pradesh,Singrauli,8988829046,7704932,2021,2022,1166.6331443288532
2066,2021-2022,Madhya Pradesh,Alirajpur,6734321207,4491177,2021,2022,1499.455756698077
2067,2021-2022,Madhya Pradesh,Agar Malwa,3951482099,3919674,2021,2022,1008.1149858381079
2068,2021-2022,Madhya Pradesh,Niwari,1586391682,2076535,2021,2022,763.960964780271
2069,2021-2022,Gujarat,Ahmadabad,26788769056,25905108,2021,2022,1034.111460025567
2070,2021-2022,Gujarat,Amreli,7829903398,12551893,2021,2022,623.8025928041292
2071,2021-2022,Gujarat,Anand,11608665440,9305242,2021,2022,1247.5404121676793
2072,2021-2022,Gujarat,Banas Kantha,19254546763,14909978,2021,2022,1291.3866648897806
2073,2021-2022,Gujarat,Bharuch,7662377753,7460865,2021,2022,1027.0093016024282
2074,2021-2022,Gujarat,Bhavnagar,11603775948,9494794,2021,2022,1222.1198214516292
2075,2021-2022,Gujarat,Dang,1599438181,1325410,2021,2022,1206.7497461162961
2076,2021-2022,Gujarat,Dohad,13609405233,10817970,2021,2022,1258.0368805792584
2077,2021-2022,Gujarat,Gandhinagar,8298954229,7019637,2021,2022,1182.248345462878
2078,2021-2022,Gujarat,Jamnagar,8398478164,6669967,2021,2022,1259.1483831929004
2079,2021-2022,Gujarat,Junagadh,8423217082,6530101,2021,2022,1289.9060951737195
2080,2021-2022,Gujarat,Kachchh,10623428177,7808437,2021,2022,1360.5063570340646
2081,2021-2022,Gujarat,Kheda,12320125761,9042907,2021,2022,1362.407659505953
2082,2021-2022,Gujarat,Mahesana,10952860935,9411697,2021,2022,1163.7498460692052
2083,2021-2022,Gujarat,Narmada,4482758522,4357328,2021,2022,1028.7861097443204
2084,2021-2022,Gujarat,Navsari,6521105111,6141901,2021,2022,1061.7405117731464
2085,2021-2022,Gujarat,Panch Mahals,11365633724,8776204,2021,2022,1295.051223057258
2086,2021-2022,Gujarat,Patan,8208414875,7559865,2021,2022,1085.788552441082
2087,2021-2022,Gujarat,Porbandar,2781260529,2440082,2021,2022,1139.822567028485
2088,2021-2022,Gujarat,Rajkot,16924825816,29559270,2021,2022,572.5725234757151
2089,2021-2022,Gujarat,Sabar Kantha,9259911801,7167814,2021,2022,1291.8738964208615
2090,2021-2022,Gujarat,Surat,22855200186,14813743,2021,2022,1542.8376330006536
2091,2021-2022,Gujarat,Surendranagar,9829256364,7848537,2021,2022,1252.3679717634
2092,2021-2022,Gujarat,Vadodara,13531714060,18698290,2021,2022,723.6872494757542
2093,2021-2022,Gujarat,Valsad,7659098229,70690376,2021,2022,108.34711402581874
2094,2021-2022,Gujarat,Tapi,5408890284,4453557,2021,2022,1214.5101733288695
2095,2021-2022,Gujarat,Chhotaudepur,6562556503,4562905,2021,2022,1438.2408800972187
2096,2021-2022,Gujarat,Mahisagar,6650066646,5481314,2021,2022,1213.2249030068338
2097,2021-2022,Gujarat,Arvalli,7066555924,6168740,2021,2022,1145.5428375973052
2098,2021-2022,Gujarat,Morbi,5617745368,3686908,2021,2022,1523.7009895554756
2099,2021-2022,Gujarat,Devbhumi Dwarka,3256715835,3213474,2021,2022,1013.4564135262958
2100,2021-2022,Gujarat,Gir Somnath,4948710441,4370802,2021,2022,1132.2202289190861
2101,2021-2022,Gujarat,Botad,3754378386,3006229,2021,2022,1248.8663990667378
2102,2021-2022,Maharashtra,Ahmednagar,22902836912,16296528,2021,2022,1405.381373995737
2103,2021-2022,Maharashtra,Akola,9096669271,9931366,2021,2022,915.953482229937
2104,2021-2022,Maharashtra,Amravati,15657913255,16560829,2021,2022,945.4788317058283
2105,2021-2022,Maharashtra,Aurangabad,18903492307,18928705,2021,2022,998.6680180709668
2106,2021-2022,Maharashtra,Beed,14153112758,11856682,2021,2022,1193.6824111501007
2107,2021-2022,Maharashtra,Bhandara,9764446932,8677413,2021,2022,1125.2716601134462
2108,2021-2022,Maharashtra,Buldhana,12720534088,11962597,2021,2022,1063.3589084376913
2109,2021-2022,Maharashtra,Chandrapur,12382791903,13903990,2021,2022,890.5926933923284
2110,2021-2022,Maharashtra,Dhule,10062282727,7895149,2021,2022,1274.4892752499034
2111,2021-2022,Maharashtra,Gadchiroli,7480321129,7151289,2021,2022,1046.0101848771599
2112,2021-2022,Maharashtra,Gondia,11102196194,8798271,2021,2022,1261.8611308971956
2113,2021-2022,Maharashtra,Hingoli,6711895829,5275913,2021,2022,1272.1771244142956
2114,2021-2022,Maharashtra,Jalgaon,23035553969,16194183,2021,2022,1422.4585438487388
2115,2021-2022,Maharashtra,Jalna,12373248151,9730441,2021,2022,1271.6019912149923
2116,2021-2022,Maharashtra,Kolhapur,19203776768,17136023,2021,2022,1120.667074734902
2117,2021-2022,Maharashtra,Latur,11435514091,12133154,2021,2022,942.5013554595944
2118,2021-2022,Maharashtra,Mumbai,9023162006,33497748,2021,2022,269.3662274251989
2119,2021-2022,Maharashtra,Mumbai Suburban,28008350469,66256165,2021,2022,422.72821659690084
2120,2021-2022,Maharashtra,Nagpur,20634153389,31177233,2021,2022,661.8340180797956
2121,2021-2022,Maharashtra,Nanded,16073622142,14276297,2021,2022,1125.895751678464
2122,2021-2022,Maharashtra,Nandurbar,9206449963,6717050,2021,2022,1370.6091160554113
2123,2021-2022,Maharashtra,Nashik,29320396596,21719489,2021,2022,1349.9579385131942
2124,2021-2022,Maharashtra,Osmanabad,8678536101,8454702,2021,2022,1026.4745109880869
2125,2021-2022,Maharashtra,Parbhani,9672380635,8659006,2021,2022,1117.0312891572082
2126,2021-2022,Maharashtra,Pune,38245189222,46488188,2021,2022,822.6861675486255
2127,2021-2022,Maharashtra,Raigad,10502552457,11736872,2021,2022,894.8340287770029
2128,2021-2022,Maharashtra,Ratnagiri,6107146778,6521516,2021,2022,936.4612120862695
2129,2021-2022,Maharashtra,Sangli,14514863895,11826390,2021,2022,1227.3283643613986
2130,2021-2022,Maharashtra,Satara,14394566849,13463404,2021,2022,1069.1625126156803
2131,2021-2022,Maharashtra,Sindhudurg,3957799353,4459570,2021,2022,887.4845227230428
2132,2021-2022,Maharashtra,Solapur,21168983839,20046475,2021,2022,1055.9953228186002
2133,2021-2022,Maharashtra,Thane,16313714934,18252019,2021,2022,893.8033065821376
2134,2021-2022,Maharashtra,Wardha,7819221932,9301898,2021,2022,840.6049960986456
2135,2021-2022,Maharashtra,Washim,6520981235,6901491,2021,2022,944.8655710773223
2136,2021-2022,Maharashtra,Yavatmal,14515531977,14944328,2021,2022,971.307105746073
2137,2021-2022,Maharashtra,Palghar,9511337533,10275429,2021,2022,925.6389716672657
2138,2021-2022,Andhra Pradesh,Anantapur,24829225034,26278168,2021,2022,944.8613401817053
2139,2021-2022,Andhra Pradesh,Chittoor,23733415373,29235332,2021,2022,811.8059125512924
2140,2021-2022,Andhra Pradesh,Y.S.R.,16571589632,18850960,2021,2022,879.0846530892857
2141,2021-2022,Andhra Pradesh,East Godavari,29257164204,37887454,2021,2022,772.2124638937206
2142,2021-2022,Andhra Pradesh,Guntur,30240490020,31665348,2021,2022,955.0026110560983
2143,2021-2022,Andhra Pradesh,Krishna,23998420291,31096604,2021,2022,771.7376563370071
2144,2021-2022,Andhra Pradesh,Kurnool,28090175435,26925308,2021,2022,1043.262919592229
2145,2021-2022,Andhra Pradesh,Spsr Nellore,18255506291,20748881,2021,2022,879.8308829762916
2146,2021-2022,Andhra Pradesh,Prakasam,21615678695,24300341,2021,2022,889.5216200875535
2147,2021-2022,Andhra Pradesh,Srikakulam,17057963770,21630758,2021,2022,788.5975965336028
2148,2021-2022,Andhra Pradesh,Visakhapatanam,22269249192,32621786,2021,2022,682.6496008526326
2149,2021-2022,Andhra Pradesh,Vizianagaram,12435835416,19994484,2021,2022,621.9633082804237
2150,2021-2022,Andhra Pradesh,West Godavari,27189203910,29348791,2021,2022,926.4164888427601
2151,2021-2022,Andhra Pradesh,Parvathipuram Manyam,1652261089,728783,2021,2022,2267.1509749815787
2152,2021-2022,Andhra Pradesh,Anakapalli,1889667523,1056218,2021,2022,1789.0885432742105
2153,2021-2022,Andhra Pradesh,Alluri Sitharama Raju,788078629,283672,2021,2022,2778.133298316365
2154,2021-2022,Andhra Pradesh,Kakinada,2730762070,1724210,2021,2022,1583.7757987716113
2155,2021-2022,Andhra Pradesh,Konaseema,2476814614,1500786,2021,2022,1650.3449619066275
2156,2021-2022,Andhra Pradesh,Eluru,5594871449,1536378,2021,2022,3641.598258371312
2157,2021-2022,Andhra Pradesh,Ntr,3573504204,1672820,2021,2022,2136.215614351813
2158,2021-2022,Andhra Pradesh,Bapatla,4848360880,796612,2021,2022,6086.226268246022
2159,2021-2022,Andhra Pradesh,Palnadu,7447893450,1545527,2021,2022,4818.999247505867
2160,2021-2022,Andhra Pradesh,Tirupati,3935215681,1718588,2021,2022,2289.7958562494327
2161,2021-2022,Andhra Pradesh,Annamayya,2309952700,1026117,2021,2022,2251.159175805488
2162,2021-2022,Andhra Pradesh,Sri Sathya Sai,2383153686,662588,2021,2022,3596.7353559074418
2163,2021-2022,Andhra Pradesh,Nandyal,8035100224,1913578,2021,2022,4198.992789423792
2164,2021-2022,Karnataka,Bagalkote,13464303516,11974634,2021,2022,1124.402091621339
2165,2021-2022,Karnataka,Bengaluru Urban,25600729459,69354057,2021,2022,369.13095738580944
2166,2021-2022,Karnataka,Bengaluru Rural,5407671116,7623367,2021,2022,709.3546875022546
2167,2021-2022,Karnataka,Belagavi,32556624889,31252957,2021,2022,1041.713425356839
2168,2021-2022,Karnataka,Ballari,20267622349,17146179,2021,2022,1182.0489188290871
2169,2021-2022,Karnataka,Bidar,9309137383,10999934,2021,2022,846.2902943781299
2170,2021-2022,Karnataka,Vijayapura,14571497626,14188929,2021,2022,1026.962473770924
2171,2021-2022,Karnataka,Chamarajanagara,6326363872,7490389,2021,2022,844.5975064846432
2172,2021-2022,Karnataka,Chikkamagaluru,8133144180,6988367,2021,2022,1163.8118290009668
2173,2021-2022,Karnataka,Chitradurga,10139024634,10576455,2021,2022,958.6411168959731
2174,2021-2022,Karnataka,Dakshina Kannada,7913336230,10376053,2021,2022,762.6537981253565
2175,2021-2022,Karnataka,Davangere,11267345499,9676754,2021,2022,1164.3724227153032
2176,2021-2022,Karnataka,Dharwad,9480235873,12876705,2021,2022,736.2315027796319
2177,2021-2022,Karnataka,Gadag,7282134017,7847828,2021,2022,927.917127770894
2178,2021-2022,Karnataka,Kalaburagi,15702759490,16491520,2021,2022,952.1717519064343
2179,2021-2022,Karnataka,Hassan,12399424533,12716114,2021,2022,975.0954208966671
2180,2021-2022,Karnataka,Haveri,12886543723,12938382,2021,2022,995.9934497992098
2181,2021-2022,Karnataka,Kodagu,3730669263,3346920,2021,2022,1114.6574351941485
2182,2021-2022,Karnataka,Kolar,8210575071,9083284,2021,2022,903.9214309494231
2183,2021-2022,Karnataka,Koppal,12332291039,10504829,2021,2022,1173.9639968437373
2184,2021-2022,Karnataka,Mandya,12156473358,12927891,2021,2022,940.3291966183812
