id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
3395,2023-2024,Meghalaya,West Garo Hills,676387578,335249,2023,2024,2017.5677720142342
3396,2023-2024,Meghalaya,West Khasi Hills,265278563,110355,2023,2024,2403.865370848625
3397,2023-2024,Meghalaya,North Garo Hills,179115724,59007,2023,2024,3035.4995847950245
3398,2023-2024,Meghalaya,East Jaintia Hills,34137731,52919,2023,2024,645.0940304994425
3399,2023-2024,Meghalaya,South West Khasi Hills,53494198,11445,2023,2024,4674.023416339012
3400,2023-2024,Meghalaya,South West Garo Hills,189172805,45093,2023,2024,4195.170092919078
3401,2023-2024,Meghalaya,Eastern West Khasi Hills,1133844,6725,2023,2024,168.60133828996283
3402,2023-2024,Assam,Barpeta,2396493252,855555,2023,2024,2801.0978277258623
3403,2023-2024,Assam,Bongaigaon,1296443095,418223,2023,2024,3099.8847385246627
3404,2023-2024,Assam,Cachar,1834053588,707730,2023,2024,2591.4594379212413
3405,2023-2024,Assam,Darrang,1454847957,563115,2023,2024,2583.5716629818066
3406,2023-2024,Assam,Dhemaji,1734724603,377525,2023,2024,4594.992657439905
3407,2023-2024,Assam,Dhubri,3422745467,810825,2023,2024,4221.3122030031145
3408,2023-2024,Assam,Dibrugarh,1070985103,531764,2023,2024,2014.023331778759
3409,2023-2024,Assam,Goalpara,1525608763,450698,2023,2024,3384.9911980971738
3410,2023-2024,Assam,Golaghat,1665257607,512397,2023,2024,3249.936293538018
3411,2023-2024,Assam,Hailakandi,982898002,254610,2023,2024,3860.406119162641
3412,2023-2024,Assam,Jorhat,883037631,523545,2023,2024,1686.6508724178436
3413,2023-2024,Assam,Kamrup,2121982152,1293761,2023,2024,1640.1654957909536
3414,2023-2024,Assam,Karbi Anglong,941626822,223116,2023,2024,4220.346465515696
3415,2023-2024,Assam,Karimganj,1231227842,471652,2023,2024,2610.458223435923
3416,2023-2024,Assam,Kokrajhar,1911320748,524221,2023,2024,3646.0209491798305
3417,2023-2024,Assam,Lakhimpur,1479319360,496453,2023,2024,2979.7772598816
3418,2023-2024,Assam,Marigaon,1504127460,425806,2023,2024,3532.4242965106173
3419,2023-2024,Assam,Nagaon,2613821131,1050729,2023,2024,2487.626334668597
3420,2023-2024,Assam,Nalbari,1150759523,584809,2023,2024,1967.7527585929765
3421,2023-2024,Assam,Dima Hasao,241159973,74171,2023,2024,3251.405171832657
3422,2023-2024,Assam,Sivasagar,853415851,496082,2023,2024,1720.3120673598316
3423,2023-2024,Assam,Sonitpur,1462325285,677059,2023,2024,2159.8195799775203
3424,2023-2024,Assam,Tinsukia,1229575729,557666,2023,2024,2204.8604881775113
3425,2023-2024,Assam,Chirang,1105016709,253071,2023,2024,4366.4296146140805
3426,2023-2024,Assam,Baksa,1533792646,409649,2023,2024,3744.163042018899
3427,2023-2024,Assam,Udalguri,1893000051,380286,2023,2024,4977.832607563781
3428,2023-2024,Assam,Kamrup Metro,354014558,1208337,2023,2024,292.9766762087067
3429,2023-2024,Assam,Biswanath,881529676,231868,2023,2024,3801.8600065554538
3430,2023-2024,Assam,Majuli,429905028,63378,2023,2024,6783.190192180252
3431,2023-2024,Assam,South Salmara Mancachar,853192401,149085,2023,2024,5722.85877854915
3432,2023-2024,Assam,Charaideo,292739946,125977,2023,2024,2323.7570826420697
3433,2023-2024,Assam,Hojai,948790175,339326,2023,2024,2796.1021996546096
3434,2023-2024,Assam,West Karbi Anglong,207655352,18246,2023,2024,11380.869889290803
3435,2023-2024,Assam,Bajali,419909800,35309,2023,2024,11892.429692146477
3436,2023-2024,Assam,Tamulpur,749437000,16344,2023,2024,45853.95252080274
3437,2023-2024,West Bengal,24 Paraganas North,1654174689,6422492,2023,2024,257.5596340174499
3438,2023-2024,West Bengal,24 Paraganas South,1165139968,3166123,2023,2024,368.0021174161585
3439,2023-2024,West Bengal,Bankura,601105927,1325418,2023,2024,453.5217772808276
3440,2023-2024,West Bengal,Purba Bardhaman,820014981,2619599,2023,2024,313.0307276037287
3441,2023-2024,West Bengal,Birbhum,918474038,1603500,2023,2024,572.793288431556
3442,2023-2024,West Bengal,Coochbehar,590533802,1160744,2023,2024,508.7545591448243
3443,2023-2024,West Bengal,Darjeeling,136402074,1261882,2023,2024,108.094159358799
3444,2023-2024,West Bengal,Dinajpur Dakshin,837892379,505295,2023,2024,1658.224164102158
3445,2023-2024,West Bengal,Dinajpur Uttar,1190009779,916692,2023,2024,1298.1566098536914
3446,2023-2024,West Bengal,Hooghly,889544925,3045577,2023,2024,292.0776342216926
3447,2023-2024,West Bengal,Howrah,278761698,2183446,2023,2024,127.67052539884202
3448,2023-2024,West Bengal,Jalpaiguri,1686546983,1429627,2023,2024,1179.7111994946933
3449,2023-2024,West Bengal,Kolkata,461007221,5188141,2023,2024,88.85788204291286
3450,2023-2024,West Bengal,Maldah,1297399262,1530496,2023,2024,847.69856438697
3451,2023-2024,West Bengal,Medinipur East,1101470389,1385727,2023,2024,794.8682453325944
3452,2023-2024,West Bengal,Medinipur West,1270063185,1672303,2023,2024,759.4695369200438
3453,2023-2024,West Bengal,Murshidabad,2157395773,3780175,2023,2024,570.7132005793383
3454,2023-2024,West Bengal,Nadia,1671836212,2204624,2023,2024,758.3316756054547
3455,2023-2024,West Bengal,Purulia,270375328,777058,2023,2024,347.9474222001447
3456,2023-2024,West Bengal,Alipurduar,326575989,577255,2023,2024,565.7395587738521
3457,2023-2024,West Bengal,Kalimpong,22941946,114426,2023,2024,200.49591875972243
3458,2023-2024,West Bengal,Jhargram,274259605,348312,2023,2024,787.3963716438136
3459,2023-2024,West Bengal,Paschim Bardhaman,112558885,1030756,2023,2024,109.20031995933083
3460,2023-2024,Jharkhand,Bokaro,631275916,1132304,2023,2024,557.5145155364637
3461,2023-2024,Jharkhand,Chatra,1063305359,1088088,2023,2024,977.2236795185684
3462,2023-2024,Jharkhand,Deoghar,1343735251,1457377,2023,2024,922.0230942302506
3463,2023-2024,Jharkhand,Dhanbad,612585506,1100290,2023,2024,556.7491352279853
3464,2023-2024,Jharkhand,Dumka,984274071,876033,2023,2024,1123.5582118481839
3465,2023-2024,Jharkhand,East Singhbum,678893332,1961205,2023,2024,346.16133040656126
3466,2023-2024,Jharkhand,Garhwa,1768594707,1372541,2023,2024,1288.5551010862334
3467,2023-2024,Jharkhand,Giridih,1518348255,2021620,2023,2024,751.055220565685
3468,2023-2024,Jharkhand,Godda,678633141,845582,2023,2024,802.5633717368629
3469,2023-2024,Jharkhand,Gumla,613965307,665587,2023,2024,922.441855084309
3470,2023-2024,Jharkhand,Hazaribagh,1476180371,1597180,2023,2024,924.2417078851475
3471,2023-2024,Jharkhand,Jamtara,803590268,874145,2023,2024,919.2871525891013
3472,2023-2024,Jharkhand,Koderma,326759049,427862,2023,2024,763.701962314952
3473,2023-2024,Jharkhand,Latehar,983351880,979686,2023,2024,1003.7418928105536
3474,2023-2024,Jharkhand,Lohardaga,404672719,359496,2023,2024,1125.6668196586331
3475,2023-2024,Jharkhand,Pakur,438971177,612902,2023,2024,716.2175633298635
3476,2023-2024,Jharkhand,Palamu,1397255445,1104490,2023,2024,1265.0684433539461
3477,2023-2024,Jharkhand,Ranchi,1201836188,2278540,2023,2024,527.4588938530813
3478,2023-2024,Jharkhand,Sahebganj,768898109,678306,2023,2024,1133.5564022727206
3479,2023-2024,Jharkhand,Saraikela Kharsawan,645545429,1003241,2023,2024,643.459975220311
3480,2023-2024,Jharkhand,Simdega,515648435,679476,2023,2024,758.8913147778583
3481,2023-2024,Jharkhand,West Singhbhum,588548462,814927,2023,2024,722.2100408993689
3482,2023-2024,Jharkhand,Khunti,94484266,96122,2023,2024,982.9619233890264
3483,2023-2024,Jharkhand,Ramgarh,91962499,203402,2023,2024,452.1219014562295
3484,2023-2024,Odisha,Anugul,1288359391,1080009,2023,2024,1192.9154210751947
3485,2023-2024,Odisha,Balangir,3101854273,2086348,2023,2024,1486.7386806994807
3486,2023-2024,Odisha,Baleshwar,2143072113,1281194,2023,2024,1672.7147590450782
3487,2023-2024,Odisha,Bargarh,2083357617,1193158,2023,2024,1746.0869532786103
3488,2023-2024,Odisha,Bhadrak,1826479183,1124763,2023,2024,1623.8791487628948
3489,2023-2024,Odisha,Boudh,845519043,426609,2023,2024,1981.9531303840286
3490,2023-2024,Odisha,Cuttack,1252609649,1970565,2023,2024,635.6601527988166
3491,2023-2024,Odisha,Deogarh,377277289,282817,2023,2024,1333.9979173812042
3492,2023-2024,Odisha,Dhenkanal,1725580190,1315176,2023,2024,1312.0526758395833
3493,2023-2024,Odisha,Gajapati,1111939011,519654,2023,2024,2139.7680206445057
3494,2023-2024,Odisha,Ganjam,3908677446,3759112,2023,2024,1039.7874407572851
3495,2023-2024,Odisha,Jagatsinghapur,756101642,924142,2023,2024,818.1660848657457
3496,2023-2024,Odisha,Jajapur,1510269222,1360481,2023,2024,1110.0994589413597
3497,2023-2024,Odisha,Jharsuguda,719604234,551101,2023,2024,1305.7574455499082
3498,2023-2024,Odisha,Kalahandi,3413240764,1987849,2023,2024,1717.0523334518869
3499,2023-2024,Odisha,Kandhamal,1782548827,948330,2023,2024,1879.6714508662596
3500,2023-2024,Odisha,Kendrapara,929734351,956430,2023,2024,972.0882354171241
3501,2023-2024,Odisha,Kendujhar,3644069108,1580538,2023,2024,2305.5877859311195
3502,2023-2024,Odisha,Khordha,824449868,2597559,2023,2024,317.39408729503356
3503,2023-2024,Odisha,Koraput,2804540866,1437758,2023,2024,1950.6348537097342
3504,2023-2024,Odisha,Malkangiri,1599267990,583326,2023,2024,2741.6367348618096
3505,2023-2024,Odisha,Mayurbhanj,6096122218,2205740,2023,2024,2763.7537597359615
3506,2023-2024,Odisha,Nabarangpur,3918495221,1007514,2023,2024,3889.27123692574
3507,2023-2024,Odisha,Nayagarh,1033879263,752779,2023,2024,1373.4167172569905
3508,2023-2024,Odisha,Nuapada,2314153873,980129,2023,2024,2361.0707090597257
3509,2023-2024,Odisha,Puri,1168076373,1157262,2023,2024,1009.3447922769433
3510,2023-2024,Odisha,Rayagada,1546810244,903076,2023,2024,1712.8239970943753
3511,2023-2024,Odisha,Sambalpur,1346227535,892644,2023,2024,1508.1348611540548
3512,2023-2024,Odisha,Sonepur,1118979086,581371,2023,2024,1924.7246353877301
3513,2023-2024,Odisha,Sundargarh,2881117010,2126142,2023,2024,1355.0915272827497
3514,2023-2024,Chhattisgarh,Bastar,1558445533,757773,2023,2024,2056.6126438920364
3515,2023-2024,Chhattisgarh,Bilaspur,2739240349,2129740,2023,2024,1286.1853320123582
3516,2023-2024,Chhattisgarh,Dantewada,590764908,494416,2023,2024,1194.874170738811
3517,2023-2024,Chhattisgarh,Dhamtari,1838523212,917518,2023,2024,2003.800701457628
3518,2023-2024,Chhattisgarh,Durg,3279422311,2798564,2023,2024,1171.823231843188
3519,2023-2024,Chhattisgarh,Janjgir-Champa,2401750625,1105692,2023,2024,2172.1696684067533
3520,2023-2024,Chhattisgarh,Jashpur,1213706481,654055,2023,2024,1855.664249948399
3521,2023-2024,Chhattisgarh,Kanker,2000136425,683386,2023,2024,2926.8033366208847
3522,2023-2024,Chhattisgarh,Kabirdham,2560523892,1375742,2023,2024,1861.1948257740187
3523,2023-2024,Chhattisgarh,Korba,1182431614,963448,2023,2024,1227.2915756740374
3524,2023-2024,Chhattisgarh,Korea,910673827,598214,2023,2024,1522.321154302641
3525,2023-2024,Chhattisgarh,Mahasamund,2455872240,967069,2023,2024,2539.500532019949
3526,2023-2024,Chhattisgarh,Raigarh,1804232144,1143447,2023,2024,1577.8887381750094
3527,2023-2024,Chhattisgarh,Raipur,3379131936,3899399,2023,2024,866.5776279883131
3528,2023-2024,Chhattisgarh,Rajnandgaon,3833157150,2181595,2023,2024,1757.0434246503132
3529,2023-2024,Chhattisgarh,Surguja,2281661977,1265634,2023,2024,1802.7818287119342
3530,2023-2024,Chhattisgarh,Bijapur,112451869,46760,2023,2024,2404.8731608212147
3531,2023-2024,Chhattisgarh,Narayanpur,87680349,50967,2023,2024,1720.335687797987
3532,2023-2024,Chhattisgarh,Sukma,97147558,63237,2023,2024,1536.245520818508
3533,2023-2024,Chhattisgarh,Kondagaon,945359151,212000,2023,2024,4459.241278301887
3534,2023-2024,Chhattisgarh,Baloda Bazar,1720521314,385565,2023,2024,4462.337904114741
3535,2023-2024,Chhattisgarh,Gariyaband,1119036889,300962,2023,2024,3718.199935540035
3536,2023-2024,Chhattisgarh,Balod,1872385158,357617,2023,2024,5235.727490583501
3537,2023-2024,Chhattisgarh,Mungeli,1227384333,244057,2023,2024,5029.088831707347
3538,2023-2024,Chhattisgarh,Surajpur,1109548094,278472,2023,2024,3984.4152877129477
3539,2023-2024,Chhattisgarh,Balrampur,914307973,240267,2023,2024,3805.383065506291
3540,2023-2024,Chhattisgarh,Bemetara,2296633826,290368,2023,2024,7909.390242726471
3541,2023-2024,Chhattisgarh,Gaurella Pendra Marwahi,268224417,73377,2023,2024,3655.4290445234883
3542,2023-2024,Chhattisgarh,Khairgarh Chhuikhadan Gandai,838120238,112055,2023,2024,7479.543420641649
3543,2023-2024,Chhattisgarh,Manendragarh Chirimiri Bharatpur,121246186,47126,2023,2024,2572.808767983703
3544,2023-2024,Chhattisgarh,Mohla Manpur Ambagarh Chouki,435033486,84157,2023,2024,5169.308387894055
3545,2023-2024,Chhattisgarh,Sakti,601066600,144504,2023,2024,4159.51530753474
3546,2023-2024,Chhattisgarh,Sarangarh Bilaigarh,766937352,109456,2023,2024,7006.809603859085
3547,2023-2024,Madhya Pradesh,Anuppur,672311750,405845,2023,2024,1656.572706328771
3548,2023-2024,Madhya Pradesh,Ashoknagar,1056299260,392704,2023,2024,2689.810289683833
3549,2023-2024,Madhya Pradesh,Balaghat,2656540992,1346866,2023,2024,1972.3870021219632
3550,2023-2024,Madhya Pradesh,Barwani,1936693055,553478,2023,2024,3499.1328562291546
3551,2023-2024,Madhya Pradesh,Betul,2379160495,686278,2023,2024,3466.7590903394835
3552,2023-2024,Madhya Pradesh,Bhind,621529296,534294,2023,2024,1163.2720861548137
3553,2023-2024,Madhya Pradesh,Bhopal,833155434,1065411,2023,2024,782.0037844550131
3554,2023-2024,Madhya Pradesh,Burhanpur,735198625,336744,2023,2024,2183.2567915092773
3555,2023-2024,Madhya Pradesh,Chhatarpur,857096346,693305,2023,2024,1236.2471726008034
3556,2023-2024,Madhya Pradesh,Chhindwara,4704610693,1351352,2023,2024,3481.410241743084
3557,2023-2024,Madhya Pradesh,Damoh,1252287680,793452,2023,2024,1578.2778038243018
3558,2023-2024,Madhya Pradesh,Datia,521020694,255374,2023,2024,2040.2260762646158
3559,2023-2024,Madhya Pradesh,Dewas,1817821213,756006,2023,2024,2404.5063306375873
3560,2023-2024,Madhya Pradesh,Dhar,3409440796,1395795,2023,2024,2442.6515326391054
3561,2023-2024,Madhya Pradesh,Dindori,1219583356,779127,2023,2024,1565.32035983864
3562,2023-2024,Madhya Pradesh,East Nimar,1642072856,684421,2023,2024,2399.21460037024
3563,2023-2024,Madhya Pradesh,Guna,1494431227,424835,2023,2024,3517.6744547883295
3564,2023-2024,Madhya Pradesh,Gwalior,911792486,951263,2023,2024,958.5072540401551
3565,2023-2024,Madhya Pradesh,Harda,729885712,243913,2023,2024,2992.401848199973
3566,2023-2024,Madhya Pradesh,Hoshangabad,1937233115,491488,2023,2024,3941.5674746891073
3567,2023-2024,Madhya Pradesh,Indore,1269677416,2816026,2023,2024,450.8756012906131
3568,2023-2024,Madhya Pradesh,Jabalpur,1915461108,556635,2023,2024,3441.1438518957666
3569,2023-2024,Madhya Pradesh,Jhabua,1625728466,685574,2023,2024,2371.3391493843114
3570,2023-2024,Madhya Pradesh,Katni,887825978,770231,2023,2024,1152.6749481649013
3571,2023-2024,Madhya Pradesh,Khargone,3726687090,914019,2023,2024,4077.253415957436
3572,2023-2024,Madhya Pradesh,Mandla,1937984546,853507,2023,2024,2270.6135345111406
3573,2023-2024,Madhya Pradesh,Mandsaur,1336341431,719170,2023,2024,1858.171824464313
3574,2023-2024,Madhya Pradesh,Morena,990182747,942530,2023,2024,1050.558334482722
3575,2023-2024,Madhya Pradesh,Narsinghpur,1629784894,532831,2023,2024,3058.727615322682
3576,2023-2024,Madhya Pradesh,Neemuch,873072176,518664,2023,2024,1683.3097650887664
3577,2023-2024,Madhya Pradesh,Panna,735906105,409944,2023,2024,1795.138128622446
3578,2023-2024,Madhya Pradesh,Raisen,2175121096,473432,2023,2024,4594.36855979317
3579,2023-2024,Madhya Pradesh,Rajgarh,3191116551,1009429,2023,2024,3161.3085724701787
3580,2023-2024,Madhya Pradesh,Ratlam,1646300171,701095,2023,2024,2348.1841562127815
3581,2023-2024,Madhya Pradesh,Rewa,1208348456,685934,2023,2024,1761.610382339992
3582,2023-2024,Madhya Pradesh,Sagar,2439009381,898766,2023,2024,2713.7312504033307
3583,2023-2024,Madhya Pradesh,Satna,1476585384,850107,2023,2024,1736.9406251213084
3584,2023-2024,Madhya Pradesh,Sehore,1918317329,432805,2023,2024,4432.2901283487945
3585,2023-2024,Madhya Pradesh,Seoni,3509808071,898917,2023,2024,3904.485142677244
3586,2023-2024,Madhya Pradesh,Shahdol,697893789,474673,2023,2024,1470.2622415852597
3587,2023-2024,Madhya Pradesh,Shajapur,1489534221,510962,2023,2024,2915.1565498021378
3588,2023-2024,Madhya Pradesh,Sheopur,911212303,398388,2023,2024,2287.248368424752
3589,2023-2024,Madhya Pradesh,Shivpuri,1734937829,980825,2023,2024,1768.8556358167868
3590,2023-2024,Madhya Pradesh,Sidhi,1119986795,774898,2023,2024,1445.3344762794586
3591,2023-2024,Madhya Pradesh,Tikamgarh,890178809,460000,2023,2024,1935.1713239130436
3592,2023-2024,Madhya Pradesh,Ujjain,2169385242,937080,2023,2024,2315.0480663337175
3593,2023-2024,Madhya Pradesh,Umaria,467815643,266453,2023,2024,1755.7154282368747
3594,2023-2024,Madhya Pradesh,Vidisha,1546489693,564932,2023,2024,2737.479365658168
3595,2023-2024,Madhya Pradesh,Singrauli,433503206,269891,2023,2024,1606.2158649232467
3596,2023-2024,Madhya Pradesh,Alirajpur,815235335,145875,2023,2024,5588.588414738646
3597,2023-2024,Madhya Pradesh,Agar Malwa,588209589,164304,2023,2024,3580.0077234881683
3598,2023-2024,Madhya Pradesh,Niwari,36170566,72468,2023,2024,499.1246619197439
3599,2023-2024,Gujarat,Ahmadabad,1679109902,4541301,2023,2024,369.7420413225197
3600,2023-2024,Gujarat,Amreli,1669928716,450915,2023,2024,3703.4224099885787
3601,2023-2024,Gujarat,Anand,995462824,881847,2023,2024,1128.8384765157675
3602,2023-2024,Gujarat,Banas Kantha,2548914940,1586190,2023,2024,1606.941753509983
3603,2023-2024,Gujarat,Bharuch,1271331175,1172653,2023,2024,1084.1495097015058
3604,2023-2024,Gujarat,Bhavnagar,1393470522,716570,2023,2024,1944.6397728065647
3605,2023-2024,Gujarat,Dang,335528768,103515,2023,2024,3241.354083949186
3606,2023-2024,Gujarat,Dohad,2634180132,1264251,2023,2024,2083.5895182206696
3607,2023-2024,Gujarat,Gandhinagar,589541331,890736,2023,2024,661.8586550897236
3608,2023-2024,Gujarat,Jamnagar,1092877676,748849,2023,2024,1459.4099424583594
3609,2023-2024,Gujarat,Junagadh,1163916905,491180,2023,2024,2369.634156521031
3610,2023-2024,Gujarat,Kachchh,1255048695,968651,2023,2024,1295.6665455360082
3611,2023-2024,Gujarat,Kheda,1207914737,750186,2023,2024,1610.1536645578562
3612,2023-2024,Gujarat,Mahesana,966192138,935065,2023,2024,1033.2887424938374
3613,2023-2024,Gujarat,Narmada,1374126194,692865,2023,2024,1983.2524286837984
3614,2023-2024,Gujarat,Navsari,1166684092,526092,2023,2024,2217.6427164830484
3615,2023-2024,Gujarat,Panch Mahals,2161193000,1052712,2023,2024,2052.9765025952015
3616,2023-2024,Gujarat,Patan,706032514,697231,2023,2024,1012.6235264926545
3617,2023-2024,Gujarat,Porbandar,322891369,186438,2023,2024,1731.8967646080735
3618,2023-2024,Gujarat,Rajkot,1717334331,1048846,2023,2024,1637.3560379693492
3619,2023-2024,Gujarat,Sabar Kantha,1516767832,1065406,2023,2024,1423.6524217059036
3620,2023-2024,Gujarat,Surat,2736978750,1806798,2023,2024,1514.8227693411218
3621,2023-2024,Gujarat,Surendranagar,2044383039,661296,2023,2024,3091.479517492923
3622,2023-2024,Gujarat,Vadodara,1490641776,2449803,2023,2024,608.4741409819484
3623,2023-2024,Gujarat,Valsad,1392262279,1374892,2023,2024,1012.6339225190052
3624,2023-2024,Gujarat,Tapi,1764449609,401211,2023,2024,4397.809653773202
3625,2023-2024,Gujarat,Chhotaudepur,1481445507,295637,2023,2024,5011.028751475627
3626,2023-2024,Gujarat,Mahisagar,801766647,403613,2023,2024,1986.4737929650432
3627,2023-2024,Gujarat,Arvalli,831572400,471567,2023,2024,1763.4236492375421
3628,2023-2024,Gujarat,Morbi,1260432576,252854,2023,2024,4984.823558258916
3629,2023-2024,Gujarat,Devbhumi Dwarka,398167132,157704,2023,2024,2524.775097651296
3630,2023-2024,Gujarat,Gir Somnath,499023972,276498,2023,2024,1804.8013801184818
3631,2023-2024,Gujarat,Botad,646980268,174285,2023,2024,3712.1970794962276
3632,2023-2024,Maharashtra,Ahmednagar,3338762568,1314820,2023,2024,2539.33053041481
3633,2023-2024,Maharashtra,Akola,1214031601,799015,2023,2024,1519.41027515128
